2.600000000000000089e+00,1.360000000000000000e+03,1.500000000000000000e+02,1.188172348868030426e+01,1.045500000000000000e+03,1.660000000000000000e+02,1.056250000000000000e+03,1.130000000000000000e+02,1.692000000000000000e+03,1.267500000000000000e+03,1.359999990463300001e+01,4.887500095367399666e+01,7.577538251293606253e-01
2.000000000000000000e+00,1.292250000000000000e+03,1.120000000000000000e+02,9.397164889581603120e+00,9.547500000000000000e+02,1.030000000000000000e+02,1.173750000000000000e+03,9.200000000000000000e+01,1.558750000000000000e+03,9.722500000000000000e+02,1.329999995231599996e+01,4.769999980926500172e+01,7.254874492424674415e-01
2.200000000000000178e+00,1.402000000000000000e+03,8.800000000000000000e+01,8.997816871326797639e+00,9.392500000000000000e+02,1.310000000000000000e+02,1.140000000000000000e+03,1.140000000000000000e+02,1.554500000000000000e+03,1.074000000000000000e+03,1.190000009536699999e+01,5.397500038146999657e+01,7.502390673981953473e-01
2.200000000000000178e+00,1.375500000000000000e+03,8.000000000000000000e+01,9.228796421407274408e+00,9.482500000000000000e+02,1.720000000000000000e+02,1.092000000000000000e+03,1.220000000000000000e+02,1.583750000000000000e+03,1.203250000000000000e+03,1.100000000000000000e+01,6.000000000000000000e+01,7.867125330859252585e-01
1.600000000000000089e+00,1.272250000000000000e+03,5.100000000000000000e+01,6.518223669074140858e+00,8.355000000000000000e+02,1.310000000000000000e+02,1.205000000000000000e+03,1.160000000000000000e+02,1.490000000000000000e+03,1.110000000000000000e+03,1.115000009536699999e+01,5.957500076293899838e+01,7.887942318667593433e-01
1.199999999999999956e+00,1.197000000000000000e+03,3.800000000000000000e+01,4.741012362478747910e+00,7.502500000000000000e+02,8.900000000000000000e+01,1.336500000000000000e+03,9.600000000000000000e+01,1.393000000000000000e+03,9.492500000000000000e+02,1.117500019073500006e+01,5.917500019073499828e+01,7.847716643397447678e-01
1.199999999999999956e+00,1.185000000000000000e+03,3.100000000000000000e+01,3.624399189797515852e+00,6.895000000000000000e+02,6.200000000000000000e+01,1.461750000000000000e+03,7.700000000000000000e+01,1.332750000000000000e+03,7.325000000000000000e+02,1.132499980926499994e+01,5.677499961853000343e+01,7.603119392843289415e-01
1.000000000000000000e+00,1.136250000000000000e+03,3.100000000000000000e+01,3.326676991660799665e+00,6.720000000000000000e+02,6.200000000000000000e+01,1.453250000000000000e+03,7.600000000000000000e+01,1.332750000000000000e+03,7.295000000000000000e+02,1.067499995231599996e+01,6.000000000000000000e+01,7.702384578230451195e-01
9.000000000000000222e-01,1.094000000000000000e+03,2.400000000000000000e+01,2.339416195086709394e+00,6.085000000000000000e+02,4.500000000000000000e+01,1.579000000000000000e+03,6.000000000000000000e+01,1.276000000000000000e+03,6.195000000000000000e+02,1.065000009536699999e+01,5.967499923706100162e+01,7.648187256861200822e-01
5.999999999999999778e-01,1.009750000000000000e+03,1.900000000000000000e+01,1.696658257651322277e+00,5.607500000000000000e+02,-2.000000000000000000e+02,1.705000000000000000e+03,-2.000000000000000000e+02,1.234750000000000000e+03,5.012500000000000000e+02,1.025000023841900010e+01,6.020000076293899838e+01,7.516571648306897835e-01
-2.000000000000000000e+02,1.011000000000000000e+03,1.400000000000000000e+01,1.293619757372098888e+00,5.267500000000000000e+02,2.100000000000000000e+01,1.817500000000000000e+03,3.400000000000000000e+01,1.196750000000000000e+03,4.452500000000000000e+02,1.007500004768400004e+01,6.047499942779499804e+01,7.464945161292465547e-01
6.999999999999999556e-01,1.066000000000000000e+03,8.000000000000000000e+00,1.133430571187857394e+00,5.120000000000000000e+02,1.600000000000000000e+01,1.918000000000000000e+03,2.800000000000000000e+01,1.182000000000000000e+03,4.217500000000000000e+02,1.099999976158099990e+01,5.617500019073499828e+01,7.365596001806395954e-01
6.999999999999999556e-01,1.051750000000000000e+03,1.600000000000000000e+01,1.603767879728807300e+00,5.532500000000000000e+02,3.400000000000000000e+01,1.738250000000000000e+03,4.800000000000000000e+01,1.221250000000000000e+03,4.715000000000000000e+02,1.045000004768400004e+01,5.812500000000000000e+01,7.352950830247281244e-01
1.100000000000000089e+00,1.144000000000000000e+03,2.900000000000000000e+01,3.243618147310072697e+00,6.670000000000000000e+02,9.800000000000000000e+01,1.489750000000000000e+03,8.200000000000000000e+01,1.339000000000000000e+03,7.297500000000000000e+02,1.020000004768400004e+01,5.959999942779499804e+01,7.417361628563274856e-01
2.000000000000000000e+00,1.333250000000000000e+03,6.400000000000000000e+01,8.013772987090614919e+00,8.997500000000000000e+02,1.740000000000000000e+02,1.136000000000000000e+03,1.120000000000000000e+02,1.517000000000000000e+03,1.101500000000000000e+03,1.075000000000000000e+01,5.742500019073499828e+01,7.407945757399766462e-01
2.200000000000000178e+00,1.351000000000000000e+03,8.700000000000000000e+01,9.540642925320222290e+00,9.602500000000000000e+02,1.290000000000000000e+02,1.079000000000000000e+03,1.010000000000000000e+02,1.582750000000000000e+03,1.027750000000000000e+03,1.050000000000000000e+01,6.059999847412100138e+01,7.691107927579082792e-01
1.699999999999999956e+00,1.233250000000000000e+03,7.700000000000000000e+01,6.335782437222817975e+00,8.272500000000000000e+02,1.120000000000000000e+02,1.218000000000000000e+03,9.800000000000000000e+01,1.445750000000000000e+03,8.597500000000000000e+02,1.079999995231599996e+01,5.835000038146999657e+01,7.551830826522903939e-01
